country,w_both_014_tbtotal_nd,i_both_014_tbtotal_nd,absad_a,absad_b,w_both_all_htb_nd,i_both_all_htb_nd,w_both_all_tb_nd,i_both_all_tb_nd,w_both_all_tbtotal_nd,i_both_all_tbtotal_nd,any0
Bolivia Plurinational State of,49.71618844604437,30.335942121808,465.2111419553666,895.41850270085,170.513627275081,41.1859667798,344.41370312633,884.56847804286,514.927330401411,925.7544448226599,FALSE
Senegal,573.3005269189229,430.043245114572,3275.9090891129313,6566.3700807646,406.751498985951,666.2724115468,3442.4581170459,6330.1409143323,3849.209616031851,6996.4133258791,FALSE
Belize,0,0.62017809931206,11.72501298004164,20.869571106900302,3.06869350135353,6.1773003762,8.65631947868811,15.312448830012,11.72501298004164,21.489749206212,TRUE
Nepal,720.4199041137695,337.87967723055,5352.207628264412,11211.7268108915,497.318126838359,307.5571218032,5575.30940553982,11242.049366318999,6072.627532378178,11549.6064881222,FALSE
Niger,659.1753816915593,799.55707722828015,3507.3254904448013,7124.9082439723,368.624330600834,857.3287578836,3797.87654153552,7067.1365633171,4166.500872136354,7924.4653212007,FALSE
Greece,0.664795458352525,0.49846551078603996,93.80205352926616,180.48337258794598,2.59581575333916,8.3287200242,91.8710332342795,172.65311807453,94.46684898761865,180.98183809873,FALSE
Netherlands,1.06771664300535,0.5909210554983401,42.519542314036045,85.2216134419169,9.47732793522267,10.5090429451,34.1099310218187,75.303491552314,43.58725895704137,85.81253449741399,FALSE
Tajikistan,12.043233784472491,13.428779267421799,242.56345521135032,499.460381074228,34.4927359727731,11.4809744573,220.113953023049,501.40818588435,254.60668899582208,512.88916034165,FALSE
Croatia,0.249170894416344,0.11854252950296,33.66158562216334,68.9330083653493,0.854204063924993,1.4844242418,33.0565524526547,67.567126653052,33.910756516579696,69.051550894852,FALSE
Bahamas,0,0.08541307321046,5.516650704155362,11.316870928691,3.61945627886679,2.3772046043,1.89719442528857,9.0250793976014,5.51665070415536,11.4022840019014,TRUE
Jamaica,0,0.34697186117915996,12.633891662963569,26.1430982427176,5.95089651813447,8.6949353169,6.6829951448291,17.795134786997,12.63389166296357,26.490070103897,TRUE
France,5.67691018245567,3.7144476965221704,567.3660595084962,1212.491227099843,55.8585384710121,155.5385259432,517.18443121994,1060.6671488532,573.0429696909522,1216.2056747964,FALSE
Saint Vincent and the Grenadines,0,0.06552989711967,1.63516713436699,3.7472416670897504,0.15341791258589,0.7274247645,1.63516713436699,3.0853467997094,1.7885850469528801,3.8127715642093998,TRUE
Mali,319.4906969074287,293.534398535469,1778.15174845217,4217.5107048739,442.054018034249,881.6288594729,1655.58842732535,3629.4162439364,2097.642445359599,4511.0451034093,FALSE
Botswana,186.2884274508813,238.307676136997,1840.498204141084,4160.37003578729,1435.64143232935,2899.2235243049,591.145199262619,1499.4541876194,2026.7866315919691,4398.6777119243,FALSE
Sao Tome and Principe,0,0.6947371814139199,6.91218349524979,20.4957647948903,2.52473128940664,0.16719963416564,6.91218349524979,21.023302342138,9.43691478465643,21.19050197630364,TRUE
Micronesia Federated States of,1.83519355723335,0.12480379679367,12.46480644276663,32.3727741759969,0,1.8046352844,14.3,30.69294268839,14.3,32.497577972790005,TRUE
Sweden,0,0.19635887816325,30.869066998333672,71.6577957546634,3.46818118744817,1.6952371737,27.4008858108855,70.158917459127,30.869066998333672,71.85415463282699,TRUE
Benin,187.14550667346649,210.682814233476,1141.674593582752,2897.11817587525,291.497059124535,431.6284590544,1037.32304113168,2676.1725310543,1328.820100256215,3107.8009901087003,FALSE
Zimbabwe,954.845024274393,3146.44755191777,7038.492581165095,15929.2360745525,6318.17073470091,12750.193603311,1675.16687073858,6325.4900231593,7993.337605439489,19075.6836264703,FALSE
Cyprus,0,0.0124614559646,1.3189738685058905,3.41411827982681,0.184709933941741,0.1157549572892,1.13426393456415,3.3108247785023,1.3189738685058912,3.4265797357915,TRUE
Puerto Rico,0,0.16286290437931,9.942226797543709,30.764912881798203,1.49924384460487,7.8949955628,9.94222679754371,23.032780223377,11.44147064214858,30.927775786177,TRUE
Syrian Arab Republic,6.57517640967026,3.0036628286682,14.074927214939091,57.357524106835996,0,0.5698198014,20.6501036246094,59.791367134104,20.6501036246094,60.361186935504,TRUE
Norway,0.86266586433519,0.1023656003319,11.114133828375667,35.015169320388196,1.0576522836338,0.8973262251,10.9191474090771,34.22020869562,11.9767996927109,35.117534920720004,FALSE
Togo,84.2878228718581,128.33329563951,580.9019829020789,1837.08831301626,200.900061613028,447.0791312995,464.289744160908,1518.3424773563,665.189805773936,1965.4216086558,FALSE
Samoa,0,0.14294094183687,1.7955,5.4498051666223,0,0.5594574529,1.7955,5.0332886555592,1.7955,5.5927461084592,TRUE
Comoros,8.41443933935839,9.6103674852184,52.6944260081522,193.154531212463,2.9848322771382,4.68832309945,61.1088653475106,198.07657559823,64.0936976246488,202.76489869768,FALSE
Kuwait,0,0.43400667177696,5.46269534135254,18.6701740947878,0.246597747350082,0.11956474801,5.46269534135254,18.984616018555,5.709293088702622,19.104180766564998,TRUE
Eritrea,96.70021824754821,177.381032596201,559.3131932717366,2039.9733786271602,52.9150481486082,177.3842188536,603.098363370677,2039.9701923697,656.0134115192852,2217.3544112233,FALSE
Honduras,9.87630621626536,20.482565827850003,142.5852644639595,501.53970595689003,67.3233246794842,73.4776792676,85.1382460007407,448.54459251714,152.4615706802249,522.02227178474,FALSE
Barbados,0,0.02862260446842,0.948355230060697,3.2919532887005,0,0.4301523128,0.948355230060696,2.890423580369,0.948355230060696,3.320575893169,TRUE
Burkina Faso,274.5856408547138,774.51726014742,1626.9198984713155,5963.96933063116,272.707305756406,1011.6801766995,1628.79823356962,5726.8064140791,1901.5055393260259,6738.486590778601,FALSE
Egypt,102.73603669739076,20.3099818453264,133.33458449379188,878.00250412514,17.6816842569672,14.0003654277,218.388936934215,884.31212054277,236.0706211911822,898.31248597047,FALSE
Saint Lucia,0,0.11841933140841,1.3741906811214442,7.3851890435699,0.41315640515827,0.97906277,1.37419068112144,6.5245456049782,1.78734708627971,7.503608374978199,TRUE
Rwanda,96.4577105967827,475.371300362667,620.387106048776,3170.39324878151,276.240058159234,1025.1598574549,440.604758486325,2620.6046916893,716.844816645559,3645.7645491442,FALSE
Macedonia the former Yugoslav Republic of,0,0.25171145730397,8.532969645703028,50.98512054089021,0.0674234109271685,0.5873460944,8.46554623477586,50.649485903794,8.532969645703028,51.236831998194,TRUE
Azerbaijan,2.749988827618618,8.5851528661181,55.68737819942947,694.813412753139,20.0132339840537,11.515847328636,38.4241330429944,691.88271829062,58.4373670270481,703.398565619256,FALSE
Seychelles,0,0.01162561687399,0,1.59245228993831,0.00253686615370627,0.2427169253,0,1.3613609815123,0.00253686615370627,1.6040779068123001,TRUE
Bermuda,0,0.00177000675164,0,0.1794114794028,0,0.0280702912,0,0.15311119495442,0,0.18118148615441998,TRUE
Virgin Islands U.S.,0,0.00593638935434,0,1.11664053384614,0,0.1364965026,0,0.98608042060049,0,1.1225769232004899,TRUE
